;IDENT;LCOMM;NDEPT
23986;21160002800016;ADJOTS (LES);16
23987;21160003600019;AGRIS;16
23989;21160007700013;ALLOUE;16
23991;21160008500016;AMBERAC;16
23992;21160009300010;AMBERAC;16
23996;21160011900013;ANAIS;16
23997;21160012700016;ANGEAC CHAMPAGNE;16
23998;21160013500019;ANGEAC-CHARENTE;16
24000;21160014300013;ANGEDUC;16
24001;21160015000018;ANGOULEME;16
24004;21160016800010;ANSAC SUR VIENNE;16
24006;21160018400017;ARS;16
24007;21160019200010;ASNIERES SUR NOUERE;16
24009;21160020000011;AUBETERRE SUR DRONNE;16
24013;21160024200013;AUSSAC VADALLE;16
24014;21160025900017;BAIGNES-SAINTE-RADEGONDE;16
24018;21160026700010;BALZAC;16
24019;21160027500013;BARBEZIERES;16
24020;21160028300017;BARBEZIEUX-SAINT-HILAIRE;16
24025;21160029100010;BARDENAC;16
24027;21160030900010;BARRET;16
24030;21160031700013;BARRO;16
24031;21160032500016;BASSAC;16
24032;21160034100013;BALZAC;16
24033;21160035800017;BEAULIEU SUR SONNETTE;16
24034;21160036600010;BECHERESSE;16
24035;21160037400014;BELLON;16
24036;21160038200017;BENEST;16
24038;21160039000010;BERNAC;16
24039;21160040800010;BERNEUIL;16
24040;21160041600013;BESSAC;16
24041;21160042400017;BESSE;16
24042;21160044000013;BIOUSSAC;16
24043;21160045700017;BIRAC;16
24044;21160047300014;BLANZAGUET ST CYBARD;16
24045;21160048100017;BOISBRETEAU;16
24047;21160049900019;BONNES;16
24050;21160050700019;BONNEUIL;16
24051;21160052300016;BORS DE MONTMOREAU;16
24052;21160053100019;BORS DE BAIGNES;16
24053;21160054900011;LE BOUCHAGE;16
24055;21160055600016;BOUEX;16
24057;21160056400010;BOURG CHARENTE;16
24062;21160057200013;BOUTEVILLE;16
24063;21160058000016;BOUTIERS-SAINT-TROJAN;16
24065;21160059800018;BRETTES;16
24066;21160060600019;BREVILLE;16
24068;21160061400013;BRIE;16
24071;21160062200016;BRIE SOUS BARBEZIEUX;16
24072;21160063000019;BRIE-SOUS-CHALAIS;16
24073;21160064800011;BRIGUEUIL;16
24075;21160065500016;BRILLAC;16
24078;21160066300010;BROSSAC;16
24081;21160067100013;BUNZAC;16
24082;21160068900015;CELLEFROUIN;16
24084;21160069700018;CELLETTES;16
24086;21160070500019;CHABANAIS;16
24088;21160071300013;CHABRAC;16
24090;21160072100016;CHADURIE;16
24092;21160073900018;CHALAIS;16
24094;21160074700011;CHALLIGNAC;16
24095;21160075400017;CHAMPAGNE VIGNY;16
24096;21160076200010;CHAMPAGNE MOUTON;16
24099;21160077000013;CHAMPMILLON;16
24100;21160078800015;CHAMPNIERS;16
24101;21160079600018;CHANTILLAC;16
24103;21160081200013;LA CHAPELLE;16
24104;21160083800018;CHARME;16
24105;21160084600011;CHARRAS;16
24108;21160085300017;CHASSENEUIL SUR BONNIEURE;16
24112;21160086100010;CHASSENON;16
24114;21160087900012;CHASSIECQ;16
24115;21160088700015;CHASSORS;16
24116;21160089500018;CHATEAUBERNARD;16
24117;21160090300010;CHATEAUNEUF-SUR-CHARENTE;16
24120;21160091100013;CHATIGNAC;16
24121;21160093700018;CHAZELLES;16
24125;21160095200017;CHENON;16
24126;21160096000010;CHERVES-CHATELARS;16
24127;21160097800012;CHERVES-RICHEMONT;16
24129;21160098600015;CHEVRERIE (LA );16
24130;21160099400019;CHILLAC;16
24131;21160100000014;CHIRAC;16
24133;21160101800016;CLAIX;16
24135;21160102600019;COGNAC;16
24136;21160103400013;COMBIERS;16
24137;21160104200016;CONDAC;16
24138;21160105900010;CONDEON;16
24141;21160107500016;COULGENS;16
24145;21160108300010;COULONGES;16
24146;21160109100013;COURBILLAC;16
24147;21160111700016;COURGEAC;16
24148;21160112500019;COURLAC;16
24149;21160113300013;LA COURONNE;16
24153;21160114100016;COUTURE;16
24154;21160116600013;CRITEUIL LA MAGDELEINE;16
24156;21160117400017;CURAC;16
24157;21160118200010;DEVIAT;16
24158;21160119000013;DIGNAC;16
24159;21160120800013;DIRAC;16
24161;21160121600016;DOUZAT;16
24162;21160122400010;EBREON;16
24163;21160123200013;ECHALLAT;16
24164;21160124000016;ECURAS;16
24166;21160125700010;EDON;16
24167;21160127300017;EMPURE;16
24168;21160128100010;EPENEDE;16
24170;21160130700013;ESSARDS (LES);16
24171;21160131500016;ESSE;16
24174;21160132300010;ETAGNAC;16
24179;21160133100013;ETRIAC;16
24180;21160134900015;EXIDEUIL SUR VIENNE;16
24184;21160135600010;EYMOUTHIERS;16
24187;21160136400014;LA FAYE;16
24189;21160137200017;FEUILLADE;16
24191;21160138000010;FLEAC;16
24193;21160139800012;FLEURAC;16
24194;21160141400017;FONTENILLE;16
24195;21160142200010;FORET-DE-TESSE (LA );16
24196;21160143000013;FOUQUEBRUNE;16
24199;21160144800031;FOUQUEURE;16
24200;21160145500010;FOUSSIGNAC;16
24203;21160146300014;GARAT;16
24205;21160147100017;GARDES LE PONTAROUX;16
24207;21160150500012;GENSAC LA PALLUE;16
24209;21160151300016;GENTE;16
24212;21160152100019;GIMEUX;16
24213;21160154700014;GOND PONTOUVRE;16
24214;21160155400010;LES GOURS;16
24215;21160157000016;LE GRAND MADIEU;16
24216;21160158800018;GRASSAC;16
24218;21160160400013;GUIMPS;16
24220;21160161200016;GUIZENGEARD;16
24222;21160162000019;GURAT;16
24223;21160163800011;HIERSAC;16
24225;21160164600014;HIESSE;16
24228;21160165300010;HOULETTE;16
24229;21160166100013;ISLE-D'ESPAGNAC (L' );16
24231;21160167900015;JARNAC;16
24236;21160168700018;JAULDES;16
24237;21160169500011;JAVREZAC;16
24238;21160170300013;JUIGNAC;16
24239;21160171100016;JUILLAC LE COQ;16
24241;21160173700011;JUILLE;16
24242;21160174500014;JULIENNE;16
24243;21160176000013;LACHAISE;16
24244;21160177800015;LADIVILLE;16
24245;21160178600018;LAGARDE SUR LE NE;16
24246;21160180200013;LAPRADE;16
24248;21160181000016;LESSAC;16
24252;21160182800018;LESTERPS;16
24254;21160183600011;LESIGNAC-DURAND;16
24256;21160184400015;LICHERES;16
24257;21160185100010;LIGNE;16
24258;21160187700015;LINARS;16
24259;21160188500018;LE LINDOIS;16
24260;21160189300012;LONDIGNY;16
24261;21160190100013;LONGRE;16
24262;21160191900015;LONNES;16
24263;21160193500011;LOUZAC-SAINT-ANDRE;16
24264;21160194300015;LUPSAULT;16
24265;21160195000010;LUSSAC;16
24266;21160196800012;LUXE;16
24267;21160197600015;MAGDELEINE (LA );16
24268;21160198400019;MAGNAC LAVALETTE VILLARS;16
24270;21160199200012;MAGNAC SUR TOUVRE;16
24271;21160200800016;MAINE DE BOIXE;16
24272;21160203200016;MAINZAC;16
24273;21160205700013;MANOT;16
24275;21160207300010;MARCILLAC LANVILLE;16
24276;21160208100013;MAREUIL;16
24277;21160209900015;MARILLAC LE FRANC;16
24279;21160210700016;MARSAC;16
24280;21160211500019;MARTHON;16
24282;21160212300013;MASSIGNAC;16
24284;21160213100016;MAZEROLLES;16
24285;21160215600013;MEDILLAC;16
24286;21160216400017;MERIGNAC;16
24288;21160217200010;MERPINS;16
24289;21160218000013;MESNAC;16
24290;21160220600016;LES METAIRIES;16
24292;21160221400010;MONS;16
24293;21160222200013;MONTBOYER;16
24295;21160223000016;MONTBRON;16
24298;21160225500013;MONTEMBOEUF;16
24302;21160226300017;MONTIGNAC CHARENTE;16
24303;21160227100010;MONTIGNAC-LE-COQ;16
24305;21160229700015;MONTJEAN;16
24306;21160231300010;MONTROLLET;16
24307;21160232100013;MORNAC;16
24310;21160234700018;MOULIDARS;16
24311;21160236200017;MOUTHIERS SUR BOEME;16
24314;21160237000010;MOUTON;16
24315;21160238800012;MOUTONNEAU;16
24316;21160239600015;MOUZON;16
24318;21160240400017;NABINAUD;16
24319;21160241200010;NANCLARS;16
24320;21160242000013;NANTEUIL EN VALLEE;16
24322;21160243800015;NERCILLAC;16
24324;21160244600018;NERSAC;16
24326;21160245300014;NIEUIL;16
24328;21160246100017;NONAC;16
24329;21160248700012;ORADOUR;16
24330;21160249500015;ORADOUR FANAIS;16
24333;21160250300016;ORGEDEUIL;16
24334;21160251100019;ORIOLLES;16
24336;21160252900011;ORIVAL;16
24337;21160253700014;PAIZAY NAUDOUIN EMBOURIE;16
24339;21160254500017;PALLUAUD;16
24341;21160255200013;PARZAC;16
24342;21160256000016;PASSIRAC;16
24343;21160258600011;PERIGNAC;16
24344;21160260200016;PILLAC;16
24346;21160261000019;LES PINS;16
24347;21160263600014;PLASSAC;16
24348;21160264400018;PLEUVILLE;16
24351;21160267700018;POULLIGNAC;16
24352;21160268500011;POURSAC;16
24353;21160269300015;PRANZAC;16
24355;21160270100016;PRESSIGNAC;16
24358;21160271900018;PUYMOYEN;16
24360;21160272700011;PUYREAUX;16
24361;21160273500014;RAIX;16
24362;21160275000013;RANVILLE BREUILLAUD;16
24364;21160276800015;REIGNAC;16
24366;21160277600018;REPARSAC;16
24367;21160279200015;RIOUX-MARTIN;16
24368;21160280000016;RIVIERES;16
24371;21160282600011;LA ROCHETTE;16
24372;21160283400015;RONSENAC;16
24375;21160284200018;ROUFFIAC;16
24376;21160285900012;ROUGNAC;16
24378;21160287500018;ROULLET ST ESTEPHE;16
24380;21160289100015;ROUSSINES;16
24382;21160290900015;ROUZEDE;16
24383;21160291700018;RUELLE SUR TOUVRE;16
24385;21160292500011;RUFFEC;16
24387;21160293300015;ST ADJUTORY;16
24389;21160295800012;SAINT-AMANT-DE-BOIXE;16
24391;21160298200012;ST AMANT DE NOUERE;16
24392;21160301400013;SAINT-AULAIS-LA-CHAPELLE;16
24393;21160302200016;ST AVIT;16
24394;21160303000019;ST BONNET;16
24396;21160304800011;SAINT-BRICE;16
24397;21160306300010;ST CHRISTOPHE;16
24399;21160307100013;ST CIERS SUR BONNIEURE;16
24400;21160308900015;ST CLAUD;16
24403;21160310500019;ST COUTANT;16
24404;21160312100016;ST CYBARDEAUX;16
24407;21160315400017;ST FELIX;16
24408;21160316200010;SAINT-FORT-SUR-LE-NE;16
24409;21160317000013;SAINT-FRAIGNE;16
24410;21160318800015;ST FRONT;16
24411;21160320400010;ST GENIS D HIERSAC;16
24412;21160321200013;SAINT-GEORGES;16
24413;21160323800018;ST GERMAIN DE MONTBRON;16
24415;21160325300017;SAINT-GOURSON;16
24416;21160326100010;ST GROUX;16
24417;21160329500018;ST LAURENT DE CERIS;16
24419;21160330300010;ST LAURENT DE COGNAC;16
24421;21160331100013;SAINT-LAURENT-DES-COMBES;16
24422;21160334500011;ST MARTIAL;16
24423;21160335200017;ST MARTIN DU CLOCHER;16
24424;21160336000010;ST MARY;16
24425;21160337800012;ST MAURICE DES LIONS;16
24428;21160338600015;ST MEDARD;16
24429;21160340200010;ST MEME LES CARRIERES;16
24431;21160341000013;ST MICHEL;16
24432;21160342800015;ST PALAIS DU NE;16
24433;21160343600018;ST PREUIL;16
24434;21160345100017;ST QUENTIN SUR CHARENTE;16
24436;21160346900019;ST QUENTIN DE CHALAIS;16
24437;21160347700012;ST ROMAIN;16
24441;21160348500015;SAINT-SATURNIN;16
24442;21160349300019;STE SEVERE;16
24443;21160350100019;ST SEVERIN;16
24446;21160352700014;ST SIMON;16
24447;21160353500017;ST SORNIN;16
24450;21160354300011;STE SOULINE;16
24452;21160355000057;SAINT-SULPICE-DE-COGNAC;16
24453;21160356800018;SAINT-SULPICE-DE-RUFFEC;16
24454;21160357600011;SAINT-VALLIER;16
24456;21160358400015;ST YRIEIX SUR CHARENTE;16
24457;21160359200018;SALLES D ANGLES;16
24459;21160360000019;SALLES DE BARBEZIEUX;16
24460;21160361800011;SALLES DE VILLEFAGNAN;16
24461;21160362600014;SALLES LAVALETTE;16
24463;21160363400018;SAULGOND;16
24465;21160364200011;SAUVAGNAC;16
24466;21160365900015;SAUVIGNAC;16
24467;21160366700018;SEGONZAC;16
24471;21160368300015;SERS;16
24473;21160369100018;SIGOGNE;16
24477;21160370900018;LA COURONNE;16
24478;21160372500014;SOUFFRIGNAC;16
24479;21160373300018;SOUVIGNE;16
24480;21160374100011;SOYAUX;16
24482;21160375800015;SUAUX;16
24483;21160377400012;LA TACHE;16
24484;21160378200015;TAIZE AIZIE;16
24485;21160379000018;TAPONNAT FLEURIGNAC;16
24489;21160380800018;TATRE (LE );16
24490;21160381600011;THEIL RABIER;16
24491;21160382400015;TORSAC;16
24492;21160383200018;TOURRIERS;16
24494;21160384000011;TOUVERAC;16
24496;21160385700015;TOUVRE;16
24497;21160387300012;TRIAC LAUTRAIT;16
24498;21160388100015;TROIS-PALIS;16
24499;21160389900017;TURGON;16
24500;21160390700018;TUSSON;16
24501;21160392300015;VALENCE;16
24502;21160393100018;VARS;16
24506;21160394900010;VAUX LAVALETTE;16
24507;21160395600015;VAUX ROUILLAC;16
24508;21160396400019;VENTOUSE;16
24509;21160397200012;VERDILLE;16
24510;21160398000015;VERNEUIL;16
24511;21160399800017;VERRIERES;16
24512;21160400400013;VERTEUIL SUR CHARENTE;16
24515;21160401200016;VERVANT;16
24516;21160402000019;VIBRAC;16
24517;21160403800011;LE VIEUX CERIER;16
24518;21160404600014;VIEUX RUFFEC;16
24519;21160405300010;VIGNOLLES;16
24520;21160408700018;VILLEBOIS LAVALETTE;16
24522;21160409500011;VILLEFAGNAN;16
24525;21160412900018;VILLEJOUBERT;16
24527;21160413700011;VILLIERS-LE-ROUX;16
24528;21160414500014;VILLOGNON;16
24529;21160415200010;VINDELLE;16
24530;21160416000013;VITRAC ST VINCENT;16
24532;21160418600018;VOEUIL ET GIGET;16
24533;21160419400012;VOUHARTE;16
24534;21160420200013;VOULGEZAC;16
24535;21160421000016;VOUTHON;16
24538;21160422800018;VOUZAN;16
24539;21160423600011;XAMBES;16
24540;21160424400015;YVIERS;16
24541;21160425100010;YVRAC ET MALLEYRAND;16
24543;21160427700015;GRAVES ST AMANT;16
24544;21170002600019;AGUDELLE;17
24545;21170003400013;AIGREFEUILLE D AUNIS;17
24547;21170004200016;ILE-D'AIX;17
24548;21170005900010;ALLAS BOCAGE;17
24549;21170006700013;ALLAS CHAMPAGNE;17
24550;21170007500016;ANAIS;17
24551;21170008300010;ANDILLY;17
24552;21170009100013;ANGLIERS;17
24558;21170010900013;ANGOULINS;17
24560;21170011700016;ANNEPONT;17
24561;21170012500019;ANNEZAY;17
24562;21170013300013;ANTEZANT LA CHAPELLE;17
24563;21170015800010;ARCES;17
24564;21170016600013;ARCHIAC;17
24566;21170017400017;ARCHINGEAY;17
24567;21170018200010;ARDILLIERES;17
24570;21170019000088;ARS-EN-RE;17
24572;21170020800013;ARTHENAC;17
24573;21170021600016;ARVERT;17
24579;21170022400010;ASNIERES LA GIRAUD;17
24582;21170023200013;AUJAC;17
24583;21170024000016;AULNAY;17
24585;21170025700010;AUMAGNE;17
24586;21170026500013;AUTHON EBEON;17
24588;21170027300017;AVY;17
24590;21170028100010;AYTRE;17
24593;21170029900012;BAGNIZEAU;17
24595;21170030700013;BALANZAC;17
24597;21170031500016;BALLANS;17
24598;21170032300010;BALLON;17
24599;21170033100013;LA BARDE;17
24600;21170034900015;BARZAN;17
24601;21170035600010;BAZAUGES;17
24602;21170036400014;BEAUGEAY;17
24603;21170037200017;BEAUVAIS SUR MATHA;17
24606;21170038000010;BEDENAC;17
24607;21170039800012;BELLUIRE;17
24609;21170041400017;BENON;17
24611;21170042200010;BERCLOUX;17
24613;21170043000013;BERNAY ST MARTIN;17
24615;21170044800015;BERNEUIL;17
24616;21170045500010;BEURLAY;17
24617;21170046300014;BIGNAY;17
24619;21170047100017;BIRON;17
24621;21170048900019;BLANZAC LES MATHA;17
24623;21170049700012;BLANZAY SUR BOUTONNE;17
24624;21170050500012;BOIS;17
24625;21170051300016;LE BOIS PLAGE EN RE;17
24627;21170052100019;BOISREDON;17
24629;21170053900011;BORDS;17
24630;21170054700014;BORESSE ET MARTRON;17
24631;21170055400010;BOSCAMNANT;17
24632;21170056200013;BOUGNEAU;17
24635;21170057000016;BOUHET;17
24638;21170058800018;BOURCEFRANC LE CHAPUS;17
24641;21170059600011;BOURGNEUF;17
24643;21170060400013;BOUTENAC TOUVENT;17
24644;21170061200016;BRAN;17
24645;21170062000019;BRESDON;17
24646;21170063800011;BREUIL LA REORTE;17
24648;21170064600014;BREUILLET;17
24649;21170065300010;BREUIL MAGNE;17
24651;21170066100013;BRIE SOUS ARCHIAC;17
24652;21170067900015;BRIE SOUS MATHA;17
24656;21170068700018;BRIE SOUS MORTAGNE;17
24657;21170069500011;BRIVES SUR CHARENTE;17
24658;21170070300013;BRIZAMBOURG;17
24661;21170071100016;LA BROUSSE;17
24662;21170072900018;BURIE;17
24665;21170073700011;BUSSAC SUR CHARENTE;17
24666;21170074500014;BUSSAC FORET;17
24669;21170075200010;CABARIOT;17
24670;21170076000013;CELLES;17
24671;21170077800015;CERCOUX;17
24672;21170078600018;CHADENAC;17
24675;21170079400012;CHAILLEVETTE;17
24676;21170080200013;CHAMBON;17
24677;21170081000016;CHAMOUILLAC;17
24678;21170082800018;CHAMPAGNAC;17
24679;21170083600011;CHAMPAGNE;17
24680;21170084400015;CHAMPAGNOLLES;17
24681;21170085100036;CHAMPDOLENT;17
24683;21170086900012;CHANIERS;17
24687;21170087700015;CHANTEMERLE SUR LA SOIE;17
24688;21170089300012;LA CHAPELLE DES POTS;17
24689;21170091900015;CHARRON;17
24692;21170092700018;CHARTUZAC;17
24693;21170093500011;LE CHATEAU D OLERON;17
24697;21170094300015;CHATELAILLON PLAGE;17
24704;21170095000010;CHATENET;17
24705;21170096800012;CHAUNAC;17
24706;21170097600015;LE CHAY;17
24707;21170098400019;CHENAC ST SEURIN D UZET;17
24709;21170099200012;CHEPNIERS;17
24712;21170100800016;CHERAC;17
24714;21170101600019;CHERBONNIERES;17
24715;21170102400013;CHERMIGNAC;17
24717;21170104000019;CHEVANCEAUX;17
24719;21170105700013;CHIVES;17
24721;21170106500016;CIERZAC;17
24722;21170107300010;CIRE D AUNIS;17
24723;21170108100013;CLAM;17
24724;21170109900015;CLAVETTE;17
24725;21170110700016;CLERAC;17
24727;21170111500019;CLION;17
24728;21170112300013;LA CLISSE;17
24729;21170113100016;LA CLOTTE;17
24730;21170114900018;COIVERT;17
24731;21170115600013;COLOMBIERS;17
24733;21170116400017;CONSAC;17
24735;21170117200010;CONTRE;17
24736;21170118000013;CORIGNAC;17
24737;21170119800015;CORME ECLUSE;17
24739;21170120600016;CORME ROYAL;17
24742;21170121400010;LA COUARDE SUR MER;17
24747;21170122200013;COULONGES;17
24748;21170124800018;COURANT;17
24749;21170125500013;COURCELLES;17
24750;21170126300017;COURCERAC;17
24752;21170127100010;COURCON;17
24755;21170128900012;COURCOURY;17
24756;21170129700015;COURPIGNAC;17
24757;21170130500016;COUX;17
24758;21170131300010;COZES;17
24761;21170132100013;CRAM CHABAN;17
24762;21170133900015;CRAVANS;17
24766;21170134700018;CRAZANNES;17
24767;21170135400014;CRESSE;17
24768;21170136200017;CROIX CHAPEAU;17
24770;21170137000010;LA CROIX COMTESSE;17
24771;21170138800012;DAMPIERRE SUR BOUTONNE;17
24774;21170139600015;DOEUIL SUR LE MIGNON;17
24776;21170140400017;DOLUS D OLERON;17
24777;21170141200010;DOMPIERRE SUR CHARENTE;17
24781;21170142000112;DOMPIERRE SUR MER;17
24782;21170143800015;LE DOUHET;17
24783;21170145300030;ECHEBRUNE;17
24784;21170146100017;ECHILLAIS;17
24785;21170147900019;ECOYEUX;17
24787;21170148700012;ECURAT;17
24789;21170149500015;LES EDUTS;17
24790;21170150300016;LES EGLISES D ARGENTEUIL;17
24791;21170151100019;L EGUILLE;17
24793;21170152900011;EPARGNES;17
24795;21170153700014;ESNANDES;17
24799;21170154500017;LES ESSARDS;17
24800;21170155200013;ETAULES;17
24804;21170156000016;EXPIREMONT;17
24805;21170157800018;FENIOUX;17
24806;21170158600011;FERRIERES;17
24808;21170159400015;FLEAC SUR SEUGNE;17
24809;21170161000019;LA FLOTTE;17
24810;21170162800011;FONTAINE CHALENDRAY;17
24811;21170163600014;FONTAINES D OZILLAC;17
24812;21170164400018;FONTCOUVERTE;17
24814;21170165100013;FONTENET;17
24815;21170166900015;FORGES;17
24816;21170167700018;LE FOUILLOUX;17
24817;21170168500011;FOURAS;17
24820;21170171900018;GEAY;17
24822;21170172700011;GEMOZAC;17
24827;21170173500014;LA GENETOUZE;17
24828;21170174300067;GENOUILLE;17
24829;21170175000013;GERMIGNAC;17
24830;21170176800015;GIBOURNE;17
24831;21170177600018;LE GICQ;17
24832;21170178400012;GIVREZAC;17
24833;21170179200015;LES GONDS;17
24834;21170180000016;GOURVILLETTE;17
24835;21170181800018;GRANDJEAN;17
24836;21170182600011;LA GREVE SUR MIGNON;17
24837;21170183400015;GREZAC;17
24839;21170184200018;LA GRIPPERIE ST SYMPHORIEN;17
24840;21170185900012;GUA (LE );17
24842;21170186700015;LE GUE D ALLERE;17
24843;21170187500018;GUITINIERES;17
24844;21170188300012;HAIMPS;17
24845;21170190900015;L HOUMEAU;17
24846;21170191700018;LA JARD;17
24848;21170192500011;JARNAC CHAMPAGNE;17
24853;21170193300015;LA JARNE;17
24854;21170194100018;LA JARRIE;17
24859;21170195800012;LA JARRIE AUDOUIN;17
24861;21170196600056;JAZENNES;17
24862;21170197400019;JONZAC;17
24880;21170198200012;JUICQ;17
24882;21170199000015;JUSSAS;17
24883;21170200600019;LAGORD;17
24884;21170201400047;LA LAIGNE;17
24885;21170202200016;LANDES;17
24888;21170203000019;LANDRAIS;17
24889;21170204800011;LEOVILLE;17
24890;21170205500016;LOIRE LES MARAIS;17
24891;21170206300010;LOIRE SUR NIE;17
24893;21170207100013;LOIX-EN-RE;17
24898;21170208900015;LONGEVES;17
24900;21170209700018;LONZAC;17
24901;21170210500019;LORIGNAC;17
24902;21170211300013;LOULAY;17
24905;21170212100016;LOUZIGNAC;17
24908;21170213900059;LOZAY;17
24909;21170214700011;LUCHAT;17
24910;21170215400017;LUSSAC;17
24911;21170216200010;LUSSANT;17
24914;21170217000013;MACQUEVILLE;17
24915;21170218800015;MARANS;17
24917;21170220400010;MARIGNAC;17
24919;21170221200013;MARSAIS;17
24920;21170222000016;MARSILLY;17
24921;21170223800018;MASSAC;17
24922;21170224600011;MATHA;17
24929;21170225300017;LES MATHES;17
24931;21170226100010;MAZERAY;17
24934;21170227900012;MAZEROLLES;17
